id,keywords
47340,"['femalenud', 'electricf', 'nuditi', 'australian', 'australia', 'surreal', 'independentfilm', 'drive-intheatr', 'cultfavorit', 'towtruck', 'ozploit']"
10570,"['sex', 'cultureclash', 'dutch', 'sociallydeprivedfamili', 'suburbianidyl', 'class', 'neighbor', 'alcoholabus']"
42021,['televis']
65326,['womandirector']
24657,[]
53157,"['suicid', 'vietnamveteran', 'mayor', 'polic', 'madeforcabletv', 'murder', 'rifl', 'report', 'newyorkc', 'explos', 'park', 'centralpark', 'landmin', 'canuxploit']"
41480,['music']
36677,"['post-apocalypt', 'roller-sk', 'teenag', 'dystopicfutur', 'drought']"
11471,"['prison', 'brotherbrotherrelationship', 'snake', 'concili', 'observ', 'arrest', 'triad', 'reveng', 'counterfeit', 'hongkong', 'policeoffic']"
21733,"['martialart', 'kungfu', 'fight', 'courtcas', 'garbag', 'beautifulwoman', 'lawyer', 'trial', 'gangster', 'art']"
17421,"['tvshow', 'mutat', 'battleassign', 'armi', 'bootcamp', 'basedontoy']"
22572,"['mutant', 'mutat', 'futur', 'frog', 'post-apocalypt', 'amphibi', 'low-budget', 'apocalyps']"
49964,"['villagelif', 'familyrelationship', 'iran', 'schoolboy', 'iraniannewwav']"
41076,"['factori', 'music', 'hospit', 'parad', 'carchas', 'sleepwalk']"
4043,"['gay', 'madrid', 'filmdirector', 'passion', 'long', 'murder', 'extramaritalaffair']"
27342,"['cia', 'assassin']"
2172,"['ice', 'lossoffamili', 'massmurd', 'lossofpar', 'lapland', 'chase', 'spur', 'reveng', 'snow', 'blood', 'middleag']"
8852,"['secret', 'obsess', 'dream', 'secretsocieti', 'research', 'timetravel', 'anti-christ', 'artifact', 'priest', 'satan', 'losangel', 'church', 'demon', 'sataniccult']"
30421,"['horror', 'rescu', 'monstersofthewild', 'spirit']"
60631,[]
96333,[]
49815,"['sistersisterrelationship', 'independentfilm', 'elder']"
18305,[]
92663,"['surreal', 'arthous', 'caucasus']"
8677,"['ambush', 'ident', 'amnesia', 'hitman', 'missionofmurd', 'lover']"
26369,[]
11513,"['africa', 'brazil', 'murder', 'pregnanc', 'slavetrad']"
40844,[]
49314,"['independentfilm', 'melodrama', 'brother']"
41959,"['hypnosi', 'scalpel', 'dualrol']"
16296,"['clown', 'icecreamtruck', 'loverslan', 'shadowpuppet', 'net', 'evilclown']"
13192,[]
18917,"['bunni', 'stopmot', 'aliceinwonderland', ""basedonchildren'sbook"", 'surrealist']"
116345,[]
48309,"['prison', 'prison', 'reveng', 'haunt', 'electricchair']"
93457,"['boxer', 'conflict', 'box']"
41967,[]
47795,[]
4271,['womandirector']
41949,[]
114524,[]
16859,"['clocktow', 'witch', 'cat', 'bicycleaccid', 'broom', 'femalefriendship', 'bakeri', 'dog', 'bake', 'seasidetown', 'talkingcat', 'anim']"
38695,"['french', 'suspens', 'murdersuspect']"
2927,['robot']
41939,[]
85556,[]
119324,['policeprocedur']
26936,"['japan', 'gun', 'basebal', 'yakuza', 'polic', 'okinawa', 'reveng', 'carcrash', 'interracialrelationship', 'gore', 'gangster', 'drink', 'tragicev']"
25943,['angel']
71373,[]
9768,"['prison', 'rockandrol', 'jealousi', 'stage', 'arrest', 'singer', 'juveniledelinqu']"
11909,"['kill', 'vietnam', 'vietnamwar']"
60778,[]
27274,"['femalenud', 'prostitut', 'lightn', 'brothel', 'reanim', 'darkcomedi', 'madscientist', 'crackcocain', 'decapit', 'electrocut', 'newyorkc', 'dismember', ""frankenstein'smonst""]"
110838,[]
10485,"['fathersonrelationship', 'lossoffath', 'daughter']"
9569,"['coma', 'train', 'cop']"
22189,"['cuba', 'cubanrevolut', 'gambler']"
71805,"['island', 'ship', 'pirat', 'sailor', '19thcenturi']"
7975,"['londonengland', 'french']"
41821,"['modernchina', 'technicolor']"
21344,"['gangster', 'twin']"
9399,"['upperclass', 'drugdeal', 'foreignlegion', 'fistfight', 'foreignlegionair', 'reveng']"
31597,"['trainrid', 'nighttrain', 'jumpfromtrain']"
30017,"['filmmak', 'reenact', 'tehraniran']"
11131,"['drugtraff', 'chinesemafia', 'crookcoupl', 'flight', 'crook', 'stolenmoney', 'hospit', 'gangster', 'peekaboo', 'monasteri', 'hoodlum']"
14571,"['polic', 'mecha', 'robot']"
21168,"['suicid', 'fire', 'radiat', 'vampir', 'surreal', 'widow', 'farm', 'cult', 'murder', 'cancer', 'ruralset', 'killer', 'molest', 'nuclear', 'canuxploit']"
59058,['independentfilm']
1662,"['newyork', 'undercoverag', 'irishmob']"
6444,"['generationsconfilct', 'elder', 'womandirector']"
71642,[]
31923,"['femalenud', 'smalltown', 'adopt', 'nuditi', 'luxuri', 'affect', 'idol', 'highschool', 'celebr', 'satir', 'misfit', 'reunion', 'sexualfantasi', 'teenangst', 'independentfilm', 'fame', 'comingofag', 'teenagegirl', 'skinnydip', 'teenag', 'hometown', 'homecom', 'worship', 'teenagerebellion', 'boynextdoor', 'outsid', 'puppylov', 'filmcamera', 'littlegirllost', 'unwedmoth', 'girlnextdoor', 'affair']"
20562,[]
18311,"['fight', 'radio', 'rain', 'underwear', 'kiss', 'philippin', 'beat', 'prostitut', 'drink', 'sailor']"
48448,"['brother', 'school']"
1483,"['nihil', 'razor', 'pregnancyandbirth', 'bizarr', 'necrophilia', 'wood', 'surreal', 'independentfilm', 'gore', 'experimentalfilm', 'transcend', 'cultfilm', 'nodialogu', 'selfmutil', 'desol']"
41783,[]
28553,"['prison', 'sergeant', 'armylif']"
58648,"['suspens', 'womandirector']"
36337,['neo-noir']
68773,"['spaceship', 'gang', 'violenc']"
25330,"['holiday', 'busrid', 'boardingschool', 'prank', 'homelessshelt', 'roadmovi']"
22423,"['blacklist', 'usapolit']"
4539,"['philippin', 'behindthescen', 'moviestudio', 'mad', 'ego', 'makingof', 'lifeimitatesart', 'womandirector', 'typhoon']"
22792,"['paranoia', 'writer', 'death']"
22828,"['detect', 'confid', 'jewishlif', 'cop', 'suspens', 'antisemit', 'jewishamerican']"
12776,"['fool', 'busdriv', 'femmefatal', 'fallinginlov', 'gangster', 'doppelgang']"
31696,"['sex', 'cupboard', 'girlfriend', 'remak', 'train', 'impostor', 'twin', 'cultfilm', 'dualrol', 'neo-noir']"
17467,"['martialart', 'violenc', 'heldcapt', 'death', 'animalabus', 'knockedout', 'megalomaniac']"
36351,"['suicid', 'drugdeal', 'redempt', 'addict', 'existenti']"
47252,"['robberi', 'spaghetti', 'restaur', 'magic', 'newyorkc']"
34376,"['foreign', 'departmentstor', 'magic', 'mannequin', 'princ', 'hotairballoon', 'timetravel', 'swordfight', 'chasescen', 'creditcard', 'sorcer', 'spell', 'date', 'fashion', 'disguis', 'popmus', 'makeov', 'securityguard', 'gayleadcharact', 'danceclub', 'videotap', 'shirtlessmen', 'heroicrescu', 'shoppingmontag']"
15080,"['countrysid', 'flower', 'countrylif', 'childhoodmemori', 'marriag', 'folkmus', 'school', 'flashback', 'anim', 're-releas']"
39233,[]
6463,"['materi', 'financialtransact']"
14362,"['detect', 'brooklynnewyorkc']"
5048,[]
9588,"['australian', 'chase']"
41792,['roadtrip']
25674,"['rockandrol', 'musicteach', 'music', 'romanc', ""boys'school""]"
53688,[]
21338,"['undercov', 'fbi', 'biker', 'cop', 'motorcyclegang']"
123778,['womandirector']
94666,"['philosophi', 'lover', 'student', 'englishprofessor']"
41804,[]
147164,[]
23438,"['horsebackrid', 'hors', 'greatdepress', 'romanc', 'orphan', 'blind', 'runawayteen']"
215993,"['lover', 'investig', 'murder', 'femalecop']"
97044,[]
29904,"['femalenud', 'fantasi', 'warriorwoman', 'barbarian', 'cultfilm', 'medievaltim', 'amazonwomen', 'swordandsorceri']"
13995,"['captain', 'wretch', 'marvelcom', 'superhero', 'basedoncom', 'captainamerica']"
11198,"['martialart', 'terrorist', 'boat', 'hostag', 'spoof', 'basedonmanga']"
41678,"['surgeon', 'romania', 'communistparti']"
75145,['madeforcabletv']
186809,['bridg']
19143,"['transport', 'conman', 'boxingmatch', 'sport']"
27381,"['vampir', 'organizedcrim', 'pittsburgh']"
45145,"['sex', 'nightclub', 'nuditi', 'musician', 'song', 'rock', 'idol', 'music', 'rent', 'liar', 'independentfilm']"
11621,"['itali', 'beach', 'fascism', 'mediterranean', 'transform', 'singer', 'warhero', 'airpir', 'anim']"
47714,"['orphanag', 'policeman']"
19087,"['boy', 'sport', 'professionalsoccerplay', 'soccerfield', 'corpor', 'stepson', 'crossdress', 'soccer']"
40082,['mambo']
36288,"['waitress', 'melodrama', 'lawyer', 'boxingpromot']"
38143,['independentfilm']
31962,"['germani', 'basedonnovel', 'nazi', 'doubleag']"
22590,"['martialart', 'karat', 'comput', 'bulli', 'daydream']"
41777,"['yugoslavia', 'idol']"
48150,"['obsess', 'violin', 'love', 'friend', 'girl']"
41778,[]
40213,"['swordplay', 'wuxia']"
83761,"['earthquak', 'disast', 'iran']"
34683,"['countrysid', 'smalltown', 'gayinterest', 'inherit', 'conservat', 'freespirit', 'cottag', 'motorcycl']"
47350,"['montana', 'mexicanstandoff', 'severedhead']"
25684,['ninja']
5051,"['sex', 'babi', 'virgin', 'nuditi', 'miracl', 'religion', 'blood', 'play', 'violenc', 'birth', 'foreign']"
14135,"['nurs', 'cat', 'tortur', 'buxom', 'gasmask']"
18817,[]
27678,"['madeforcabletv', 'dinnerparti']"
83599,[]
16437,"['cyborg', 'assassin', 'nuditi', 'futur', 'sequel', 'robot', 'explos', 'corpor']"
251732,['womandirector']
17811,['sequel']
12088,"['prison', 'cyborg', 'marriedcoupl', 'futur', 'dystopia', 'escap', 'populationcontrol']"
96712,"['puppet', 'biographi', 'puppet']"
48706,"['brotherbrotherrelationship', 'canada', 'crosscountri', 'journey']"
47105,[]
30366,"['return', 'journeyroundtheworld']"
19371,"['nanni', 'wrestler']"
41661,[]
35610,"['timetravel', 'philadelphiaexperi']"
67595,"['texa', 'madeforcabletv', 'darkcomedi', 'ruler', 'juniorhighschool']"
12664,"['pub', 'apparit', 'independentfilm', 'motherdaughterrelationship', 'irish', 'publicsex', 'rockmus', 'train']"
7500,"['japan', 'beach', 'knife', 'japanesemafia', 'bulletwound', 'gunviol']"
20339,"['darkcomedi', 'inherit', 'incest']"
11143,"['buddhism', 'monk', 'rebel', 'martialart', 'emperor', 'dynasti', 'adversari', 'armi', 'fighter', 'imperialcourt', 'monasteri']"
5187,"['jealousi', 'ladykil', 'seduct', 'bisexu', 'menageatroi', 'callboy', 'lgbt']"
13519,['post-apocalypt']
32764,[]
26877,"['sexualobsess', 'sex', 'martialart', 'seduct', 'cop', 'femaleprotagonist', 'onewomanarmi', 'womanvswomanfight']"
59051,"['hell', 'priest', 'demon', 'womandirector']"
18998,"['experi', 'sequel', 'superhero', 'darkman']"
18392,"['clocktow', 'sex', 'obsess', 'virgin', 'nuditi', 'vampir', 'seduct', 'colleg', 'kiss', 'photographi', 'murder', 'freshman', 'lesbian', 'womandirector']"
8983,"['detect', 'cat', 'comput', 'murder', 'extremeviol', 'death', 'catfight']"
41578,"['slacker', 'independentfilm', 'venicebeachcalifornia', 'unemploy']"
17796,[]
63097,[]
17809,['martialart']
271304,"['librari', 'femalewrit', 'crutch', 'polio']"
18837,"['fighterpilot', 'fighterairplan', 'anim', 're-releas']"
11067,"['basebal', 'sport', 'sequel', 'sportsleagu']"
10486,"['holiday', 'caribbeanisland', 'daughter', 'vacat', 'familyholiday']"
58416,"['coffe', 'blackhumor', 'music', 'cigarettesmok', 'vodka', 'roadmovi']"
35977,[]
19223,[]
54804,"['stagnight', 'independentfilm', 'weddingrecept', 'bestman']"
18674,"['assassin', 'bodyguard', 'wit', 'polic', 'hongkong']"
152426,"['suspens', 'miniseri', 'airplanetrip', 'telekenesi']"
57221,"['vampir', 'womandirector']"
26830,[]
51038,[]
30718,"['bountyhunt', 'mountain', 'forest', 'anthropologist', 'nativeamericantrib']"
37797,"['itali', 'librari', 'cat', 'dream', 'write', 'educ', 'book', 'violin', 'love', 'train', 'highschoolstud', 'imagin']"
37062,"['religiouseduc', 'romanc']"
18665,[]
12613,"['martialart', 'streetfight', 'basedonvideogam']"
21846,"['atomicbomb', 'atomicbombtest', 'energiestrahlenwaff', 'nuclearexplos']"
16233,['shakespear']
13063,['music']
37563,[]
63054,"['bondag', 'fetish', 'fetish', 'manhattan,newyorkc']"
41343,[]
27318,"['snowman', 'serialkil']"
16003,"['brotherbrotherrelationship', 'rape', 'poacher', 'ruralset', 'dirtycop', 'nordicnoir']"
8214,"['waitress', 'restaur']"
30330,"['talkshow', 'latenight', 'tvmovi', 'womandirector']"
29927,"['yugoslavia', 'bosnianwarof1992-1995', 'tunnel']"
48709,"['pari', 'prostitut', 'erotic', 'lyon', 'love', 'prostitut', 'homelessman']"
37431,"['fbiag', 'femaleag', 'hategroup', 'hatecrim']"
100167,"['stripclub', 'drug', 'ex-con', 'barroombrawl']"
2061,"['copenhagen', 'drugdeal', 'policeoper', 'drug']"
11210,"['indigen', 'island', 'shipwreck', 'friendship', 'loneli', 'cannib', 'desertedisland', 'survivalskil', 'robinsoncruso']"
148478,"['drugdeal', 'youngpeopl', 'drugus', 'teenag', 'youth']"
27994,"['newyork', 'polic', 'cop', 'superherospoof', 'kabuki']"
2460,"['lovetriangl', 'angel', 'jealousi', 'suicideattempt', 'ex-girlfriend', 'erotic', 'macho', 'wine', 'storm']"
12254,"['marriagepropos', 'makeamatch']"
55902,[]
74097,[]
16992,"['prison', 'boxer', 'love', 'violenc', 'polit']"
9956,"['basedonnovel', 'trailerpark', 'sociallydeprivedfamili', 'dyinganddeath', 'nativeamerican', 'teacher', 'tortur', 'fearofdi']"
36702,['experimentalfilm']
134458,[]
26124,"['bankrobb', 'betray', 'doublecross', 'violenc', 'crimin', 'hoodlum', 'womandirector', 'personrunningamok']"
9092,"['jealousi', 'toxic', 'castl', 'stepmoth', 'fairy-talefigur', 'appl', 'middleag', 'mirror', 'nobil']"
18415,['independentfilm']
17629,[]
116008,"['chicago', 'taxidriv', 'cabdriv']"
37517,"['hotelroom', 'murder', 'scam', 'neo-noir']"
37673,[]
26103,"['mexicanstandoff', 'willtosurv', 'organizedcrim', 'shootout', 'witnesselimin']"
44641,['independentfilm']
8765,"['videogam', 'hacker', 'computervirus', 'futur', 'toy', 'virtualr', 'dystopia', 'unrequitedlov', 'tortur', 'cyberspac']"
9845,"['sex', 'texa', 'kidnap', 'bankrobb', 'gewaltimfilm', 'violenc', 'drug', 'illegalprostitut']"
26644,[]
36221,[]
26215,['salesman']
64559,[]
28123,"['conspiracytheori', ""alzheimer'sdiseas""]"
35638,"['fetish', 'funer', 'sadomasoch', 'terminalil', 'documentari', 'diseas', 'bdsm', 'terminalillnessdyingman']"
9732,"['africa', 'babi', 'lion', 'friendship']"
86913,[]
30983,[]
5470,"['monster', 'weapon', 'independentfilm']"
10213,"['femalenud', 'mexico', 'indianterritori', 'nuditi', 'vampir', 'outlaw', 'wildwest']"
19846,"['detect', 'interview', 'polic']"
50008,"['biographi', 'independentfilm', 'moviestudio', 'director']"
12095,"['sheriff', 'bar', 'vampir', 'bankrobberi', 'hoodlum']"
1283,"['chinesemafia', 'policeoffic']"
35016,[]
95136,['womandirector']
44625,"['suicid', 'roommat', 'colleg', 'psychopath', 'campus', 'parti', 'murder', 'independentfilm']"
36282,[]
14533,"['aid', 'biographi', 'addict', 'fashion']"
9812,"['drugdeal', 'marijuana']"
41992,[]
88421,['experimentalfilm']
8697,"['africa', 'fight', 'airplan', 'secretag', 'fistfight', 'commando']"
22140,['pflegen']
7096,"['camelot', 'königarthur', 'miniseri']"
21039,"['basedonnovel', 'stockmarket', 'forgeri', 'investmentbank']"
19850,"['surgeon', 'plasticsurgeri', 'stripper', 'breast']"
17263,"['book', 'louisiana', 'murder', 'suspens', 'independentfilm', 'lawyer', 'killer']"
344,"['prison', 'pornographi', 'airport', 'fordtaunus', 'mercedesbenz', 'mallorca', 'thumb', 'vault', 'drug']"
15805,"['superpow', 'batman']"
14439,"['pentagon', 'gulfwar', 'vietnamwar', 'u.s.armi', 'armi', 'basedontruestori', 'darkcomedi', 'tank']"
41227,['womandirector']
13428,"['beach', 'australian', 'hit-and-rundriving', 'hooligan', 'crimeboss', 'independentfilm']"
27260,"['helicopt', 'utopia', 'dystopia', 'womandirector']"
11508,"['hotel', 'butler', 'low-budget', 'familyrelationship', 'campi']"
67899,[]
36105,"['prostitut', 'puberti', 'teacher', 'prostitut', 'womandirector']"
47186,[]
50173,"['hell', 'tortur', 'devil', 'demon']"
57644,[]
46817,[]
45935,"['brothel', 'shanghai']"
47060,"['music', 'post-apocalypt']"
84002,[]
9943,"['babi', 'baby-snatch', 'ferrari']"
23356,['purgatori']
55257,[]
2487,"['japan', 'reveng', 'bloodbath', 'meijiperiod']"
38821,['pohjanmaa']
10429,"['hacker', 'internet', 'hack', 'computerhack']"
17985,['friendship']
21210,"['bomb', 'terror', 'loveatfirstsight', 'sexual', 'love', 'violenc', 'terroristattack', 'terroristbomb', 'suicidebomb', 'wartrauma']"
54860,"['japan', 'showdown', 'karat', 'hijack', 'streetshootout']"
9597,"['detect', 'virgin', 'delinqu', 'investig', 'steampunk', 'eternalyouth', 'alchemi', 'alchemist']"
21644,[]
12485,"['lifeanddeath', 'relat', 'murder', 'losangel', 'mirror', 'evil']"
49745,['suspens']
62825,"['rock', 'rockband', '1980s']"
17074,"['gothamc', 'joker', 'superhero', 'superpow', 'superhumanstrength', 'maskedsuperhero', 'lexluthor']"
18491,"['philosophi', 'post-apocalypt', 'insan', 'mecha', 'violenc', 'dismember', 'psycholog']"
175739,[]
13777,"['basedonnovel', 'boarder', 'independentfilm']"
11854,"['soulmat', 'platoniclov', 'dyinganddeath', 'approach', 'terminalil', 'friendshipbracelet', 'love', 'bollywood', 'fallinginlov', 'unhappi', 'childhoodfriend']"
87489,[]
33491,['womandirector']
12619,"['rape', 'sex', 'smalltown', 'virgin', 'psychopath', 'highschool', 'reveng', 'murder', 'slowmotionscen', 'independentfilm', 'serialkil', 'slasher', 'teenag', 'axemurd', 'severedhand']"
39927,"['mexico', 'prostitut', 'roadtrip', 'murder', 'independentfilm', 'escap', 'lesbian', 'teenag', 'violenc', 'drug']"
24272,"['bibl', 'music']"
29587,"['graffiti', 'subcultur', 'hiphop']"
3716,"['holiday', 'sun', 'istanbul', 'solareclips', 'highway', 'summer', 'summervac', 'car', 'hamburggermani', 'hitchhik']"
11944,"['franc', 'sword', 'joanofarc']"
21348,[]
15319,"['samurai', 'ronin', 'bushido']"
9011,"['angel', 'autopsi', 'carcrash', 'fate']"
2332,"['pari', 'policeoper', 'specialunit', 'japanesemafia']"
54003,"['manag', 'robberi', 'bank', 'gun', 'hostag', 'fbi', 'employe', 'independentfilm', 'teenag', 'veteran', 'addict', 'negoti']"
20882,[]
10205,"['filmdirector', 'filmteam', 'filmdreh', 'murder', 'teacher', 'student']"
40476,[]
18394,"['drugdeal', 'polic', 'murder', 'independentfilm', 'essex', 'rangerov']"
31774,[]
35735,[]
38203,"['carbreakdown', 'roadtrip', 'weddingparti', 'pregnanc', 'childbirth', 'alcoholicdrink', 'genderdiffer']"
19362,[]
5458,"['sex', 'privateschool', 'prequel', 'teenag']"
31161,"['japan', 'yakuza', 'order', 'stolenmoney', 'darkcomedi']"
65296,"['unsimulatedsex', 'newfrenchextrem']"
32067,"['horserac', 'braintumor', 'irish']"
32306,[]
66668,['independentfilm']
72490,[]
10482,"['hotel', 'nuclearpowerst', 'politicallyincorrect', 'uninvitedguest']"
107942,[]
28031,"['sex', 'sexual', 'nuditi', 'lesbian', 'marijuana', 'feminist', 'tvmovi', 'womandirector']"
54491,"['trumpet', 'swan']"
110147,[]
15653,"['skateboard', 'fathersonrelationship', 'colleg', 'sport', 'duringcreditssting', 'fathersonconflict']"
43423,[]
12480,"['suicid', 'sexualident', 'transsexu', 'sexual', 'ex-girlfriend', 'homosexu', 'pistol']"
13439,['independentfilm']
844,"['freelov', 'hotel', 'lovesick', 'sexual', 'kungfu', 'android', 'soulmat', 'basedonnovel', 'hotelroom', 'jealousi', ""loveofone'slif"", 'restart', 'unsoci', 'secretlov', 'murder', 'author', 'hongkong', 'break-up', 'illegalprostitut', 'extramaritalaffair', 'photographicmemori']"
29512,"['suicid', 'malenud', 'nuditi', 'mask', 'reveng', 'murder', 'independentfilm', 'maid', 'death', 'saw', 'axe', 'affair']"
97206,[]
101338,[]
23985,[]
2463,"['terminalil', 'thief', 'reveng', 'murder', 'hongkong']"
16874,"['australian', 'cultcomedi']"
274669,[]
32166,"['suspens', 'independentfilm']"
204839,[]
38987,"['philosophi', 'brain', 'murder', 'anotherdimens', 'parallelworld', 'flashback']"
9439,"['rape', 'motherdaughterrelationship', 'call']"
52666,[]
71138,"['japan', 'guard', 'womeninprison']"
39872,"['japan', 'punish']"
53048,['independentfilm']
22616,[]
20160,[]
28943,[]
16234,"['dccomic', 'superhero', 'cyberpunk', 'savetheneighborhood', 'superpow', 'maskedsuperhero', 'savetheday']"
82550,[]
11599,"['cityportrait', 'river', 'shanghai', 'courier', 'filmnoir']"
33253,"['airport', 'drugdeal', 'buddhist', 'mistakenident', 'money', 'escap', 'serialkil', 'oldman', 'cri', 'break-up', 'lossoffriend', 'pray', 'femaleserialkil']"
11075,"['manlookingforwif', 'prettywoman']"
16171,"['satir', 'futurist', 'surreal', 'doomsday']"
33355,['music']
49671,"['germani', 'gay', 'holocaust', 'nazi', 'adolfhitl', 'homosexu', 'prejudic', 'nazigermani', 'humanright', 'lgbt', 'thirdreich', 'lgbthistori']"
15917,['basedonnovel']
10706,"['beach', 'mutat', 'transform', 'aggressionbyanim', 'cockroach']"
36246,"['yakuza', 'gangster']"
17208,"['arkansa', 'childmurd']"
26245,['dracula']
62529,[]
467,"['jealousi', 'obsess', 'claustrophobia', 'bunker', 'thirst', 'groupdynam', 'bulimia', 'wrongaccus', 'alibi', 'supernatur', 'murder', 'psychologist', 'youth', 'celebr']"
25988,['forbiddenlov']
73952,[]
19738,"['rose', 'memori', 'duel', 'corps', 'ring']"
16435,"['sexual', 'depress', 'nuditi']"
26014,['stockbrok']
45418,[]
15024,[]
11366,"['helix', 'dyinganddeath', 'businessman', 'villag', 'laundromat', 'basedonmanga', 'death', 'anim']"
89823,[]
10751,"['fußballwett', 'debt', 'bankrobberi', 'hoodlum']"
38294,"['soccer', 'bankrobberi']"
18836,['russianmafia']
10757,"['fathersonrelationship', ""loveofone'slif"", 'forbiddenlov', 'reunion', 'familyconflict']"
55256,[]
23160,"['danc', 'malenud', 'circus', 'moon', 'bathroom', 'philosophi', 'hotel', 'fire', 'helicopt', 'dancer', 'basedonnovel', 'bar', 'wifehusbandrelationship', 'hungari', 'medicin', 'secret', 'smalltown', 'gun', 'allegori', 'isol', 'solidar', 'sun', 'symbol', 'demonstr', 'sword', 'restaur', 'map', 'vandal', 'tractor', 'garden', 'ironcurtain', 'riot', 'lie', 'nuditi', 'humanvsnatur', 'sacrific', 'princ', 'book', 'drum', 'dark', 'musician', 'protest', 'butcher', 'beer', 'earth', 'chao', 'loot', 'whale', 'harmoni', 'immort', 'kiss', 'jeep', 'boy', 'polit', 'armi', 'faith', 'delus', 'barricad', 'truck', 'liar', 'beat', 'surreal', 'slaughter', 'children', 'familyrelationship', 'money', 'tragedi', 'food', 'stuffedanim', 'fugit', 'school', 'deadbodi', 'oldman', 'search', 'tank', 'barbedwir', 'arson', 'longtak', 'mobster', 'hospit', 'microphon', 'cigarettesmok', 'blackandwhit', 'fear', 'corps', 'undress', 'disillusion', 'raid', 'cafe', 'eclips', 'patient', 'violenc', 'drink', 'captiv', 'hungarian', 'drink', 'mad', 'anarchi', 'eat', 'read', 'silenc', 'magicr', 'threat', 'errandboy', 'metronom', 'bonfir', 'auntnephewrelationship', 'record', 'oven', 'militari', 'woodchop', 'solarsystem', 'ex-husbandex-wiferelationship', 'hospitalb', 'unclenephewrelationship', 'coal', 'march', 'graveyard', 'jumpingonab', 'tyrant', 'listeningtomus', 'chiefofpolic', 'womandirector', 'catastroph', 'plagu', 'drunken', 'furnac', 'mailroom', 'messiah', 'stove', 'nightshirt', 'piano', 'statu', 'messeng', 'shoemak', 'traintrack', 'travelingcircus', 'contemplativecinema', 'hospitalvisit', 'musicalnot', 'strang']"
2899,"['egypt', 'magic', 'palac', 'civilengin', 'cleopatra', 'galier', 'ancientworld']"
44756,[]
18088,"['nightshift', 'roadtrip', 'cafe']"
31010,[]
20536,"['basebal', 'sport', 'historicalfigur']"
3577,"['berlin', 'berlinwal', 'germandemocraticrepubl', 'border', 'german-germanbord', 'escapeag', 'eastberlin', 'westberlin', 'escap', 'tunnel']"
27259,"['horror', 'ouija', 'spirit', 'game']"
19448,"['sexual', 'wyom', 'smalltown', 'interview', 'murder', 'violenc', 'tvmovi', 'candlelightvigil']"
14923,"['aftercreditssting', 'duringcreditssting']"
32248,[]
47115,['sport']
2440,"['border', 'soldier', 'unitedn', 'northkorea', 'southkorea']"
10836,"['spain', 'brothersisterrelationship', 'dream', 'mutant', 'octopus', 'sacrific', 'nightmar', 'fishingvillag', 'god', 'h.p.lovecraft', 'cultfavorit', 'giantoctopus']"
10955,"['berlin', 'malenud', 'villa', 'milan', 'hitman', 'assign', 'greed', 'insult', 'perform', 'russianmafia', 'parti', 'womandirector']"
12900,"['warcrim', 'holocaust', 'jewpersecut', 'nazi']"
37998,[]
10978,"['parentchildrelationship', 'sweden', 'weddingvow', 'salesclerk', 'immigr', 'impot', 'girlfriend', 'coercion', 'erect', 'friend', 'dog']"
81540,['womandirector']
40096,"['brazilian', 'comedi']"
11847,"['robberi', 'martialart', 'turkey', 'report', 'hongkong', 'fight']"
52999,"['independentfilm', 'womandirector']"
41714,['independentfilm']
11056,"['lossofchild', 'solareclips', 'hauntedhous', 'famili', 'psychopathi']"
27967,[]
919,"['militarybas', 'victimofmurd', 'jeep', 'anim']"
57558,[]
13437,"['femalenud', 'hitman', 'bodyguard', 'mafiaboss', 'comedi', 'mafia']"
55852,['independentfilm']
211,"['berlinwal', 'fathersonrelationship', 'jealousi', 'prison', 'ex-detaine', 'taxidriv', 'germandemocraticrepubl', 'homicid', 'despair', 'realiti', 'probationassistant', 'friendship', 'unsoci']"
10046,"['indianterritori', 'marshal', 'magic', 'outlaw', 'basedoncom', 'nativeamerican', 'demon', 'wildwest', '19thcenturi']"
27245,"['light', 'weapon', 'violenc', 'citi', 'electr', 'japanesecyberpunk']"
6382,"['gold', 'malefriendship', 'plötzlicherreichtum']"
36243,"['japan', 'submarin', 'monster', 'godzilla', 'mothra', 'reveng', 'giantmonst', 'tokusatsu', 'gojira', 'kaiju', 'kingghidorah']"
45538,[]
48843,[]
22242,[]
50467,[]
16077,"['camera', 'videosurveil', 'murder']"
58255,[]
2191,"['mar', 'spacemarin', 'raumschiffabsturz', 'matteroflifeanddeath', 'womandirector']"
11553,"['japan', 'ecstasi', 'techno', 'taiwan']"
29832,[]
10726,"['competit', 'fbi', 'psychopath', 'serialkil', 'univers']"
57100,"['fbi', 'taiwan', 'serialkil']"
44793,"['girlfriend', 'travel', 'bestfriend', 'underwat']"
35110,[]
9298,"['hip-hop', 'primeminist', 'minist', 'queenelisabethii', 'rapper', 'parliament', 'gang', 'marijuana', 'youthcent']"
89591,['mediev']
13899,"['rape', 'yakuza', 'shoot', 'bloodsplatt', 'sequel', 'shootout', 'cigarsmok', 'gangster', 'massacr', 'violenc', 'sunglass', 'death', 'childhoodfriend', 'darkhumor', 'wing']"
437,"['riddl', 'detect', 'claustrophobia', 'hacker', 'maze', 'mathemat', 'cube']"
38901,['independentfilm']
37712,"['assassin', 'sequel', 'surreal', 'avant-gard', 'psychedel']"
37266,"['spain', 'marriag', 'spanish', 'spanishinquisit']"
14809,"['bank', 'nightclub']"
